_id,user_name,user_be_agreed,user_be_thanked,user_followees,user_followers,user_education_school,user_education_subject,user_employment,user_employment_extra,user_location,user_gender,user_info,user_intro
ObjectId(57d563bf78e95b738eb1ebd6),夏冰,2059,400,114,386,,,,,,female,,
ObjectId(57d563c278e95b738eb1ebd7),画船听雨眠,3945,1370,251,831,清华大学,生物科学,,,北京,male,,"

Explore nature，enjoy life

"
ObjectId(57d563c778e95b738eb1ebd8),Sol Quick,40448,11570,68,5704,日本東北大学,分子薬理学,,,仙台,male,,"

愚蠢是最大的恶，人没有愚蠢的权利。

"
ObjectId(57d563cc78e95b738eb1ebd9),百年,43988,9110,156,18261,,,,,,male,,"

迷途中的一盏灯熄灭

"
ObjectId(57d563cf78e95b738eb1ebda),华沙,16931,5552,135,12986,南洋理工大学（Nanyang Technological University）,博士在读,南洋理工大学（Nanyang Technological University）,博士在读,新加坡,male,,"

主要研究Face Perception。目前做emotion。请关注我的专栏！

"
ObjectId(57d563d478e95b738eb1ebdb),NeuroChick,170,42,50,136,,,,,美国 纽约,male,,
ObjectId(57d563d678e95b738eb1ebdc),zhuyi,7640,159,92,3803,,,www.theblackwizard.com,创办者,上海,male,,"

做下酒菜，微信公号HomeBistro

"
ObjectId(57d563d978e95b738eb1ebdd),蔺佳,6192,1207,756,11217,中国政法大学,,,,北京,female,,"

不是吃货，是美食爱好者。"
ObjectId(57d563de78e95b738eb1ebde),齐鸣,20,11,15,90,,,铂澜咖啡学院,CEO,北京,male,,"

铂澜咖啡学院创始人，管理学硕士，国家人社部咖啡师职业考评员，SCAA CQI Q-grader、金杯大师、SCAE考官、SCAE Roasting Professional，著有《爱上咖啡馆》、《爱上咖啡师》、《咖啡 咖啡》、《魔豆宝典-咖啡馆创业全揭秘》、《魔豆宝典-咖啡馆出品设计的智慧》等作品。 

"
ObjectId(57d563e378e95b738eb1ebdf),林睿,550,191,38,186,,,,,,male,,
ObjectId(57d563e878e95b738eb1ebe0),Lara Pan,41,23,105,5154,,,,,,female,,"

互联网天使和早期投资

"
ObjectId(57d563ee78e95b738eb1ebe1),付国利,24,15,62,894,,,草莓网,联合创始人,,female,,
ObjectId(57d563f078e95b738eb1ebe2),布苏湖,0,1,34,21,,,,,,male,,
ObjectId(57d563f278e95b738eb1ebe3),thinkdeeply,14,14,415,45,,,,,,male,,
ObjectId(57d563f778e95b738eb1ebe4),St Paul,9736,1342,232,1014,OMPU,ME,,,DT town,male,,"

地下工作者

"
ObjectId(57d563fd78e95b738eb1ebe5),下一秒升华,15927,2621,26,1123,常州大学,计算机科学与技术专业学生,,,常州,male,,"

士不可不弘毅

"
ObjectId(57d563ff78e95b738eb1ebe6),丁小蕾,7,2,6,4,,,,,,female,,
ObjectId(57d5640478e95b738eb1ebe7),吴耳东,2,1,83,5,,,,,,male,,"

其实我什么都不懂啦

"
ObjectId(57d5640978e95b738eb1ebe8),米叔,6665,2205,160,38406,,,,,上海,female,,"

造乐器的私家侦探，专长是推理小说 & 电声键盘乐器。

"
ObjectId(57d5640c78e95b738eb1ebe9),李偶然,64,21,54,48,,,,,火星,male,,"

技术，字体，排版，产品，阅读，设计，TMT，烘焙，Windows Phone，诺基亚，移动互联网，Ukulele，对了，还有饭否。

"
ObjectId(57d5641178e95b738eb1ebea),李倩文,58,9,66,147,华中科技大学,工业设计,微信,设计师,广州市,female,,"

想做一个有趣的人

"
ObjectId(57d5641378e95b738eb1ebeb),汪超骏,3480,488,216,5741,华中科技大学,电子封装技术,火辣健身,产品经理,北京,male,,"

从代码圈跨界而来，走在创业路上的产品经理。

"
ObjectId(57d5641978e95b738eb1ebec),吴伟,15982,3842,198,10173,中国人民大学,经济学,创易空间,CEO,北京,male,,
ObjectId(57d5641e78e95b738eb1ebed),鏡宇cupl,187,47,246,333,中国政法大学,社会学,36氪,茶水间主任,北京,male,,"

36氪，茶水间主任

"
ObjectId(57d5642078e95b738eb1ebee),薛洪言,957,391,10,1008,清华大学五道口金融学院,金融,苏宁金融研究院,高级研究员,南京,male,,"

虎嗅、财新网、新浪财经、第一财经专栏作者；微信公众号：洪言微语(ID:hongyanweiyu)

"
ObjectId(57d5642578e95b738eb1ebef),茶茶,242,135,61,38,,,,,,male,,"

有些话，有些人，有些事何必当真

"
ObjectId(57d5642a78e95b738eb1ebf0),燕尔,4075,1101,41,347,,,,,北京,female,,"

文博杂食，以资料考据为此生最大乐趣。

"
ObjectId(57d5643078e95b738eb1ebf1),宁昼,5654,1629,107,3870,北京大学,,,,北京,female,,"

爱好美食、阅读、旅行、声乐、乐高。摸索学习摄影（或被摄）、写作（出过一本书）、绘画中。 

"
ObjectId(57d5643578e95b738eb1ebf2),Dave茹兰,39531,13121,39,15348,哈尔滨佛学院,,,,临汾市,male,,"

希望知乎不能评论

"
ObjectId(57d5643a78e95b738eb1ebf3),Rose,1520,434,139,4583,,,,,西安,female,,"

煤炭。投资。酒店。房地产。（大忽悠们适当绕行下，本人有坚持按时服用脑残片，请珍惜彼此的时间）

"
ObjectId(57d5644078e95b738eb1ebf4),王懿宝,17584,3649,53,2248,知乎指南,嘴炮系,,,湖南,male,,"

好好学习，天天向上。

"
ObjectId(57d5644578e95b738eb1ebf5),秦言之,845,198,2522,611,,,,,,male,,"

没有别的意思，我就是贪恋你的美色才关注你的

"
ObjectId(57d5644778e95b738eb1ebf6),Sherry Li,10218,2334,178,1709,北京协和医学院,临床医学,,,南京,female,,"

皮肤科医师

"
ObjectId(57d5644a78e95b738eb1ebf7),Ricardo Lee,744,340,56,567,,神经科学,,,新界,male,,"

神经科学学到神经

"
ObjectId(57d5644f78e95b738eb1ebf8),卡穆辛,0,0,18,9,,,,,,male,,"

得何足喜，失何足忧？

"
ObjectId(57d5645478e95b738eb1ebf9),王超,2,1,18,12,,,,,太原,male,,"

What hurts more ? The pain of regret or the pain of hard working？

"
ObjectId(57d5645778e95b738eb1ebfa),Billy Cui,457,121,44,13239,,,37度科技,CTO,,male,,
ObjectId(57d5645c78e95b738eb1ebfb),沙舟,0,1,37,354,,,,,,male,,
ObjectId(57d5646178e95b738eb1ebfc),冒冒然-李俊,557,157,302,2424,,,原点手机,联合创始人,北京,male,,"

QQ：424245756

"
ObjectId(57d5646778e95b738eb1ebfd),周瑞金,375,135,663,719,,,,,深圳,female,,"

嗒嗒巴士创始人

"
ObjectId(57d5646c78e95b738eb1ebfe),Ataraxia,723,193,203,338,,,,,,male,,"

人是有很大惰性的，一旦消沉成了习惯，很难爬出来。

"
ObjectId(57d5646e78e95b738eb1ebff),nancydoctor,1432,399,23,508,,,,,,female,,
ObjectId(57d5647078e95b738eb1ec00),Janice,1000,247,7,171,山东工商,电子科学与技术,,,青岛,female,,"

缺氧不缺精神 艰苦不怕吃苦

"
ObjectId(57d5647578e95b738eb1ec01),路过的好心大婶,787,196,46,204,,,,,,female,,"

好好吃饭"
ObjectId(57d5647b78e95b738eb1ec02),舒元,288,107,69,280,剑桥大学,数学,,,,female,,"

想要做一个出色的大人。"
ObjectId(57d5648078e95b738eb1ec03),夏楠,2,0,46,15,剑桥大学,数学,联想 (Lenovo),智能生活实验室,剑桥,male,,"

哟！

"
ObjectId(57d5648178e95b738eb1ec04),justlikemath,37,20,0,2716,,,,,,female,,"

已经离开知乎

"
ObjectId(57d5648478e95b738eb1ec05),郑蕤阳,37,27,33,122,伦敦政治经济学院（LSE）,金融,黑桃资本,投资经理,北京,male,,"

@黑桃资本

"
ObjectId(57d5648978e95b738eb1ec06),董骏,24,12,5,329,中欧国际工商学院,,积木盒子,创始人 CEO,北京,male,,
ObjectId(57d5648e78e95b738eb1ec07),李贺,1,0,72,56,,,,,,female,,"

一个程序猿应该具备的修养：静如瘫痪，动如癫痫。

"
ObjectId(57d5649178e95b738eb1ec08),张捷思,1,0,33,14,北京科技大学,工业设计,积木盒子,产品经理,北京,male,,
ObjectId(57d5649678e95b738eb1ec09),kmokidd,1971,45,215,369,香港科技大学 (HKUST),信息技术（IT）,,,深圳,male,,"

头像是挚爱的画手 | 尚无才华"
ObjectId(57d5649878e95b738eb1ec0a),吴下锕蒙,25683,12161,111,5969,复旦大学,,,,上海,male,,
ObjectId(57d5649d78e95b738eb1ec0b),未央,34,9,2,4,,,,,上海,female,,"

Amissus Mundus...

"
ObjectId(57d564a278e95b738eb1ec0c),王夕夏,732,165,814,132,,,,,武汉,female,,"

什么都知道一点点。只有一点点。

"
ObjectId(57d564a878e95b738eb1ec0d),范华剑,2965,909,105,200,北京理工大学（BIT）,,中国航信,汪！,北京,male,,"

致力于协助罗小黑教授进行番茄炒鸡蛋的研发与改进工作。

"
ObjectId(57d564a978e95b738eb1ec0e),王思聪,1033,100,0,15324,,,,,,male,,
ObjectId(57d564ae78e95b738eb1ec0f),刘书香,0,0,0,1,,,,,,female,,
ObjectId(57d564b378e95b738eb1ec10),小茧子,0,0,76,38,,,,,,female,,
ObjectId(57d564b678e95b738eb1ec11),曹孟德斯鸠,27409,5870,161,70187,动画专业搞影视,影视美术干平面,超级跨界设计师,化工学院学动画,北京,male,,"

一介不太会画画的喷子而已……"
ObjectId(57d564ba78e95b738eb1ec12),meidong,625,172,3,645,emily carr university,Interactive Design,动视暴雪（Activision Blizzard）,Studio Art Director,Singapore,male,,
ObjectId(57d564c078e95b738eb1ec13),薛红杰,445,134,133,530,全部自学,游戏美术,Vise3D,联合创始人,北京,male,,"

可私信，不接受私信答题，有问题请在知乎提问邀请。

"
ObjectId(57d564c578e95b738eb1ec14),李巍,12,5,26,27,中国农业大学,计算机科学,,,,male,,"

程序员，博客"
ObjectId(57d564c778e95b738eb1ec15),燕良,0,0,10,10,,,小米互娱,,北京,male,,"

"
ObjectId(57d564cd78e95b738eb1ec16),文刀秋二,10145,1715,144,8931,佐治亚理工学院 (Georgia Institute of Technology),计算机科学,NVIDIA （英伟达）,图形研发,湾区 (Bay Area),male,,"

"
ObjectId(57d564d278e95b738eb1ec17),watashi,993,164,18,2505,浙江大学,数学,,,,female,,
ObjectId(57d564d678e95b738eb1ec18),何亮,2509,394,3,1896,天津大学,,Houzz,软件工程师,Sunnyvale,male,,"

菜鸟程序员

"
ObjectId(57d564db78e95b738eb1ec19),bjin,0,0,6,28,,,,,,female,,
ObjectId(57d564e078e95b738eb1ec1a),ftiasch,1525,201,47,3144,上海交通大学,计算机科学,,,深圳市,male,,
ObjectId(57d564e678e95b738eb1ec1b),rainoftime,7535,1583,63,4272,,,,,,male,,"

rainoftime@gmail.com

"
ObjectId(57d564e778e95b738eb1ec1c),Anthony,0,1,3,3,,,,,,male,,
ObjectId(57d564ed78e95b738eb1ec1d),韦冠楠,1286,304,461,584,University of Utah,Computer science,,,美国,female,,"

光荣铲屎官，擅长转专业，会拍点照片"
ObjectId(57d564f278e95b738eb1ec1e),是七七,279,63,82,552,,,,,,female,,"

微博：文七文七施文七

"
ObjectId(57d564f778e95b738eb1ec1f),一条长颈鹿,0,0,11,1,,,,,,female,,
ObjectId(57d564fc78e95b738eb1ec20),smatch,223,122,3,347,吉林大学珠海学院,旅游管理,某世界百强银行,Assistant Manager,广州市,male,,"

如果你决定了方向，勇气可以带你走的更远

"
ObjectId(57d5650178e95b738eb1ec21),何伯伯,286,39,162,29,,,,,,male,,
ObjectId(57d5650678e95b738eb1ec22),JackTheRipper,6624,1174,18,1669,,,养猪业,第69069养猪厂厂长,,male,,"

道之所在，虽千万人吾往矣。

"
ObjectId(57d5650b78e95b738eb1ec23),穆小迪,9800,1905,19,2966,,,,,,male,,"

相信自己

"
ObjectId(57d5651178e95b738eb1ec24),虎甲,14014,3977,150,4424,达尔文禽兽精神病院,兽类精神科蒙古大夫,The 1st Military Working Dog Regiment,砖家,北京,male,,"

禽兽の眼·观世间_____        "
ObjectId(57d5651578e95b738eb1ec25),侯小语,12372,2507,3,20633,,,律师事务所,合伙人律师,,female,,"

曲线拯救贵乎～ 点赞同就行了,评论和私信就不回了。

"
ObjectId(57d5651878e95b738eb1ec26),马骏,57091,12315,65,11429,,,,,,male,,"

你们删我答案也要按照基本法！

"
ObjectId(57d5651a78e95b738eb1ec27),高见,0,0,6,2,,,,,,female,,
ObjectId(57d5651f78e95b738eb1ec28),小星象仪,0,0,2,1,,,,,,male,,
ObjectId(57d5652478e95b738eb1ec29),古青,327792,47143,595,49866,,,,房地产策划,广州,female,,"

已婚，不摘墨镜，不约，没有干货，精通拉黑，介绍完毕。 QQ交流群 546993446。分答搜索胡静，蓝色猴子头像的就是我。

"
ObjectId(57d5652678e95b738eb1ec2a),闫儒千,11733,2339,1248,1025,,,,,欧洲,male,,"

艺术生，设计师，旅欧

"
ObjectId(57d5652b78e95b738eb1ec2b),Guo Xiao,138,24,11,5,,,,,,male,,
ObjectId(57d5653178e95b738eb1ec2c),夜樱暮雪,32,7,521,62,,,,,,female,,"

沉迷群星（Stellaris）的高二逗逼学生థ౪థ 葛优瘫ing(:3[▓▓▓]

"
ObjectId(57d5653378e95b738eb1ec2d),Michael,8311,1006,157,297,,,,,上海,male,,"

微信号:corteone

"
ObjectId(57d5653778e95b738eb1ec2e),Yi Yang,5062,1657,0,2262,,,,,,female,,"

誓死捍卫我的低级趣味

"
ObjectId(57d5653a78e95b738eb1ec2f),陆坏熊,43879,9254,358,27998,,,,,,male,,
ObjectId(57d5654078e95b738eb1ec30),扑克投资家-林辉,33284,2751,683,10733,,,,,,male,,"

扑克财经创始人，中国最新锐的大宗商品·金融衍生品研究智库平台

"
ObjectId(57d5654578e95b738eb1ec31),张前川,6695,661,103,2167,,,知乎,,,male,,
ObjectId(57d5654778e95b738eb1ec32),苏冉旭,296,74,56,156,,,搜狗搜索,研究员,北京,male,,"

未来总是一张白纸"
ObjectId(57d5654c78e95b738eb1ec33),刘明荣,26,5,1,38,中科院自动化所,,搜狗搜索,,海淀区,male,,
ObjectId(57d5655178e95b738eb1ec34),许静芳,1637,193,5,1274,,,搜狗,技术总监,,male,,"

搜狗搜索技术总监

"
ObjectId(57d5655578e95b738eb1ec35),陈伟,557,124,4,301,,,,,北京,male,,
ObjectId(57d5655a78e95b738eb1ec36),姚光超,17,3,26,32,北京航空航天大学,计算机科学,搜狗,开发工程师,北京,male,,"

csdn博客："
ObjectId(57d5655d78e95b738eb1ec37),风白,6,3,227,9,,,,,,male,,
ObjectId(57d5656278e95b738eb1ec38),小德有话说,5,2,21,5,,,,,沈阳,male,,
ObjectId(57d5656778e95b738eb1ec39),howie影话,74,26,4,5522,,,南方都市报,娱乐新闻部副主任,广州市,male,,"

1998年起，于南方都市报、新京报、东方早报、南方周末等媒体发表影评数十万字。2006年起任华语电影传媒大奖评委会秘书长，编有《华语电影》丛书。

"
ObjectId(57d5656a78e95b738eb1ec3a),堂主,39058,10029,197,54281,,,fxiang.com,Co-founder,上海,male,,"

风向网联合创始人。

"
ObjectId(57d5656f78e95b738eb1ec3b),云苏叶,0,1,162,5,,,,,上海,female,,"

喜欢宅，喜欢一切独特美丽的事物，喜欢喝酒，欢迎一切酒友来找我喝酒

"
ObjectId(57d5657378e95b738eb1ec3c),任泉,0,0,0,25,上海戏剧学院,戏剧影视,聚美优品,独立董事,北京,male,,"

中国内地男演员、制片人、投资人

"
ObjectId(57d5657978e95b738eb1ec3d),松鼠山老农,26953,3395,150,873,卡内基梅隆大学 (Carnegie Mellon University),,,,匹兹堡,male,,"

江湖夜雨十年灯

"
ObjectId(57d5657a78e95b738eb1ec3e),谭维维,4461,926,0,6120,,,,,,male,,
ObjectId(57d5657f78e95b738eb1ec3f),Jiatian Wu,0,0,522,20,卡内基梅隆大学 (Carnegie Mellon University),Robotics,,,南京,male,,"

Fortune favors the brave.

"
ObjectId(57d5658578e95b738eb1ec40),数据分析狮,1885,147,88,2160,,,,,杭州,male,,"

专栏：老C的数据分析实战"
ObjectId(57d5658778e95b738eb1ec41),周宁奕,2214,301,287,2218,交通大学,,阿里云,前端工程师,,male,,
ObjectId(57d5658c78e95b738eb1ec42),蔡啸,2622,911,43,4321,北京大学,GIS（地理信息系统）,滴滴打车,高级算法工程师,北京,male,,"

 "
ObjectId(57d5658e78e95b738eb1ec43),平俊周,0,0,18,12,,,Simmons & Simmons,Legal Executive,,female,,
ObjectId(57d5659178e95b738eb1ec44),满山新雨,62,52,223,18,,,,,北京,male,,
ObjectId(57d5659378e95b738eb1ec45),叶洲,21180,4257,44,9119,卡内基梅隆大学 (Carnegie Mellon University),,谷歌 (Google),,美国,male,,"

欢迎关注我的专栏，或微信公众号：肥嘟嘟看电影(feidudumovie)。业余电影爱好者，豆瓣写了700多篇影评。业余旅行爱好者，走过36个国家。另一公众号：肥嘟嘟走世界(feidudutravel)。业余历史爱好者，维基百科翻个底朝天的水平。

"
ObjectId(57d5659578e95b738eb1ec46),艾小柯,9420,2227,48,3773,,,,,澳大利亚,female,,
ObjectId(57d5659778e95b738eb1ec47),赵哲,8091,1348,17,1424,,,,,,male,,"

北方某又穷又大城市的特警队员。无积蓄，有房，无车，找了高中学妹当老婆，她是律师，相当憋气，打舍不得，说说不过。女儿3岁。喜欢骑车，跑步，游泳，但怕水。

"
ObjectId(57d5659c78e95b738eb1ec48),meng dong,0,0,11,1,,,,,,female,,
ObjectId(57d565a278e95b738eb1ec49),宋珮萌,6847,1872,187,26713,,,,,,female,,"

生命中除了爱，其它都是行李

"
ObjectId(57d565a778e95b738eb1ec4a),白衣卿相,47534,9540,416,48649,,,,,,female,,
ObjectId(57d565ac78e95b738eb1ec4b),王笑哲,7847,1699,156,2917,伦敦政治经济学院,政哲,剑桥大学,Centre for Gender Studies,,male,,"

7月下旬再回来

"
ObjectId(57d565b278e95b738eb1ec4c),王启超,1470,244,24,4247,中国药科大学,药学,微信公众号,nanjingwqc,南京,male,,"

南京王启超新账号

"
ObjectId(57d565b778e95b738eb1ec4d),金无怠,147,42,52,33,,,,,苏州,male,,
ObjectId(57d565b978e95b738eb1ec4e),陈静静字椰蓉,1716,469,6,432,,,东芝电子,工程师,上海,male,,"

游戏机成堆.....= =

"
ObjectId(57d565bb78e95b738eb1ec4f),Natalia,134,15,6,5,,,,,,female,,"

最大的业余爱好是按按钢琴

"
ObjectId(57d565c078e95b738eb1ec50),四海瓒,3,1,4,1,,,,,,male,,
ObjectId(57d565c478e95b738eb1ec51),张局座,2554,636,1,6687,耶鲁大学,国际关系、微电子工程,政府机关,,,male,,
ObjectId(57d565c978e95b738eb1ec52),罗手爰,21,5,0,248,,,,,,male,,
ObjectId(57d565cb78e95b738eb1ec53),啤酒客,7477,3279,34,2466,,,,,青岛,male,,
ObjectId(57d565d178e95b738eb1ec54),Spawn,3843,520,99,3633,本科毕业生,生物医学工程,自由职业者,创业者,北京,male,,"

说得多不如做得多

"
ObjectId(57d565d678e95b738eb1ec55),王博涵,47758,14471,583,70362,四川大学,法学,中海油,公司法务,北京,male,,"

祥瑞

"
ObjectId(57d565db78e95b738eb1ec56),高翔,1488,337,39,817,,,,,,male,,"

温和卡费勒

"
ObjectId(57d565e178e95b738eb1ec57),就蒜吃凉皮,24129,3952,198,4584,,,吃凉皮的,,关中,male,,"

没有什么是理所应当的，包括英特纳雄耐尔。

"
ObjectId(57d565e378e95b738eb1ec58),卡富尔,297,83,27,1294,,,,,,male,,
ObjectId(57d565e878e95b738eb1ec59),Andrea Deng,7224,2435,74,3137,Drexel University,结构工程,,,美国,female,,"

不要停止奔跑，不要回顾来路。

"
ObjectId(57d565ee78e95b738eb1ec5a),虬髯客,13714,3879,32,12775,,,,,,male,,
ObjectId(57d565f378e95b738eb1ec5b),罗晓川,38410,11577,97,17266,,,,,北京,male,,"

遇畅饮时需畅饮，最难风雨故人来

"
ObjectId(57d565f578e95b738eb1ec5c),大长脸徐坤,1200,150,20,485,,,,,北京,male,,"

自律者自由，被欲望侵蚀的身体，是开不出花朵的废墟

"
ObjectId(57d565fa78e95b738eb1ec5d),rt dk,1597,429,38,985,中国人民大学,经济学,魔法绵羊,Content Provider,"Queens, NY",male,,"

former poker degen and mtg pro/ The dreams are free, hustle sold separately

"
ObjectId(57d5660078e95b738eb1ec5e),庞博,2,0,15,3,,,,,北京,male,,"

草原儿女

"
ObjectId(57d5660578e95b738eb1ec5f),刘文静,9982,1999,53,1185,,会计学,,,,female,,"

豁出友善度和自以为好心的直男癌嘴战到底

"
ObjectId(57d5660778e95b738eb1ec60),sapereaude,23188,6918,1828,8930,,,,,台北,male,,
ObjectId(57d5660c78e95b738eb1ec61),SILU LIANG,49,10,219,1886,福州外语外贸学院,财会专业,,,,female,,"

别关注我

"
ObjectId(57d5661178e95b738eb1ec62),悠然,8348,1799,6,1635,本科,法学,,,,female,,"

我爱我的工作

"
ObjectId(57d5661678e95b738eb1ec63),里克,16944,4219,17,2500,某大学,会计系,自由职业,全栈程序员,北京,male,,"

一个Ruby程序员

"
ObjectId(57d5661c78e95b738eb1ec64),娄晓,123,62,19,145,美因茨大学,特殊教育,,残疾人融合特教,德国,female,,"

语言，言语是个迷宫，我困顿其中，找不到出口。

"
ObjectId(57d5662178e95b738eb1ec65),林奇,8,4,33,3411,,,,,,female,,
ObjectId(57d5662678e95b738eb1ec66),libertine,0,0,47,30,,,,,北京,male,,
ObjectId(57d5662978e95b738eb1ec67),greycard,2557,538,1059,256,,,,,,male,,"

如友善度继续降低将不能评论。

"
ObjectId(57d5662b78e95b738eb1ec68),夜溟,55765,10576,348,10119,,,,,上海,female,,"

约稿请私信！物美价廉~求约( ・᷄ ᵌ・᷅ )"
ObjectId(57d5662e78e95b738eb1ec69),杨笛笛,14748,3141,30,4277,不列颠哥伦比亚大学 (University of British Columbia),数理统计学,,数据分析师,温哥华,male,,"

创业者，戒了游戏搞教育；）

"
ObjectId(57d5663078e95b738eb1ec6a),郑同学,1391,284,64,764,康奈尔大学 (Cornell University),Food science and technology,,,伊萨卡,female,,"

爱吃爱臭美 长大想当科学家

"
ObjectId(57d5663578e95b738eb1ec6b),ljthyd,9986,3602,152,3529,hzau,食品科学,,,武汉市,male,,"

提问也是很重要哒，多思考，多提有意义的问题，也许成长更快呢？"
ObjectId(57d5663b78e95b738eb1ec6c),Bigbin,2062,560,69,314,,市场营销,电子商务,运营,深圳,male,,"

我的目标是：千金在手，而爷另有高兴之事。那高兴之事，只能来自灵魂生活。

"
ObjectId(57d5663d78e95b738eb1ec6d),黎竹岩,850,359,72,1208,北京邮电大学,通信工程,经纬中国,VC,北京,male,,"

请叫我牙膏

"
ObjectId(57d5664278e95b738eb1ec6e),程小雨,1616,178,75,246,,,,,上海,female,,
ObjectId(57d5664778e95b738eb1ec6f),顾云龙,8,0,16,4,,,,,上海市,male,,
ObjectId(57d5664a78e95b738eb1ec70),壮士你又怀了,3510,492,82,293,河南工程学院,工商企业管理,Triniti Interactive,游戏策划,上海,male,,"

小时候，我以为我是不会老去彼得潘……

"
ObjectId(57d5664f78e95b738eb1ec71),高地清风,13787,5269,127,15662,北京师范大学,,北京战拖文化传播有限公司,CEO；科学与艺术总监,北京,male,,"

个人管理与自我提升教练，“拖延症”一词定义者。创办了24万人互助社区“战拖会”、国内首家战拖工作室以及“战拖骑士团”工作坊，开发了沉浸工作法。倡导重实效、可操作的“战拖”学科。联系人：15120097687"
ObjectId(57d5665478e95b738eb1ec72),王静,0,1,10,3,中国人民大学,法律专业,瑞腾华美,副总经理,北京,female,,"

拥有27年从业经历，积累丰富的市场营销经验，主要从事市场评估、政府公关和企业公关方面的工作，也擅长大型活动及展览项目的拓展及运营管理，历任优尼博览（北京）有限公司市场总监、北京笔克展览展示有限公司市场客户总监。"
ObjectId(57d5665678e95b738eb1ec73),梁诚,0,0,6,2,武汉工程大学邮电与信息工程学院,通信工程,烽火通信科技股份有限公司,技术服务工程师,武汉,male,,"

已辞职的通信男，现居武汉。

"
ObjectId(57d5665b78e95b738eb1ec74),黄健,7360,119,232,3803,华中科技大学,社会学,豆瓣阅读,产品经理,北京,male,,
ObjectId(57d5666178e95b738eb1ec75),su27,1148,245,135,647,,,,,北京,male,,"

"
ObjectId(57d5666378e95b738eb1ec76),徐萌,63,38,46,74,,,,,,female,,
ObjectId(57d5666878e95b738eb1ec77),王可斌,180,46,49,833,北京大学,智能科学,下厨房（网站）,,北京,male,,
ObjectId(57d5666a78e95b738eb1ec78),蒋长生,207,56,80,1081,,,,,,male,,
ObjectId(57d5667078e95b738eb1ec79),滇狐,12053,3190,148,45306,,,,,"Mountain View, California",male,,"

就算是见了面你也不认识，还能介绍些什么呢？

"
ObjectId(57d5667578e95b738eb1ec7a),Jacken,534,163,26,327,Hillsboro Aviation Academy,Flight technology,飞行员,,美国,male,,"

修改人生轨迹的砖家

"
ObjectId(57d5667a78e95b738eb1ec7b),RichardDru,147,42,169,134,,,AVIC,工艺&维护狗,,male,,"

Aviator

"
ObjectId(57d5667c78e95b738eb1ec7c),宋婧楠,0,0,7,1,,,,,福建福州五四路,female,,"

天空那么美，让人如何不眷恋

"
ObjectId(57d5667f78e95b738eb1ec7d),张文璟,9299,1365,236,3869,,,新浪,篮球评论员,,male,,"

狂妄但不习惯写谢邀的年轻人

"
ObjectId(57d5668478e95b738eb1ec7e),李大优,6959,1387,195,1302,,,,,,male,,"

五九非六一。

"
ObjectId(57d5668978e95b738eb1ec7f),Beaumer Simpson,3131,865,110,1902,麻省理工学院 (MIT),,,,,male,,
ObjectId(57d5668e78e95b738eb1ec80),C序媛,243,94,10,188,,,,,加拿大,female,,"

时不时回来看看。

"
ObjectId(57d5669078e95b738eb1ec81),肖茜茜,0,0,12,1,,,,,,female,,
ObjectId(57d5669378e95b738eb1ec82),体验狮Ethan,53059,3202,523,13315,雪城大学 (Syracuse University),,KLOOK Travel,Cofounder,香港,male,,"

台湾7年，厦门7年，纽约7年，落在香港。85后离退休投行人，曾专注旅游业投资并购，现告别朝九晚凌晨两点（然而睡得更晚了），发掘旅行的更多可能。KLOOK客路旅行联合创始人，Keep Looking。

"
ObjectId(57d5669778e95b738eb1ec83),阿尔伯特,2722,787,6,281,RMIT University,,,,墨尔本 (Melbourne),male,,"

你就是看不清我的头像

"
ObjectId(57d5669c78e95b738eb1ec84),AZerrH,0,0,1,1,RMIT University,,,,墨尔本 (Melbourne),female,,"

任何事想到就去做 无需犹豫

"
ObjectId(57d566a278e95b738eb1ec85),无往,23214,8026,177,18607,,,,,,male,,"

后摇党

"
ObjectId(57d566a478e95b738eb1ec86),刘舆帅,2464,761,54,576,帝国理工学院 (Imperial College London),Mechanical engineering ,帝国理工学院 (Imperial College London),Research Student,伦敦（Greater London）,male,,"

火系魔法师

"
ObjectId(57d566a978e95b738eb1ec87),Dstny,8521,3215,101,845,华中科技大学,热能动力工程,JCI,技术支持,贵阳,male,,
ObjectId(57d566ac78e95b738eb1ec88),飞魅,39589,6901,216,6113,新闻,网络媒体,房地产网站,总编室,合肥,male,,"

一个网络人，大半个媒体人，小半个地产人。

"
ObjectId(57d566b178e95b738eb1ec89),Zero601,30148,5540,101,4996,,,,,广州市,male,,"

军迷，历史爱好者  "
ObjectId(57d566b678e95b738eb1ec8a),普里皮亚季阴影,34,6,38,21,,室内设计,,,河南商丘,male,,"

贴吧/Steam ID：＠普里皮亚季阴影. 各类wiki编辑，游戏爱好者，西洋文化支持者，喜爱近代现代历史与人文地理

"
ObjectId(57d566b878e95b738eb1ec8b),重巡小妙研究员,1215,246,22,858,,,,,,female,,"

读史可知兴替

"
ObjectId(57d566be78e95b738eb1ec8c),胡子羊,3395,812,84,589,,,,史学民工,深圳,male,,"

左棍学生狗

"
ObjectId(57d566c078e95b738eb1ec8d),Arman Ehmedovich,3321,861,223,1217,北京第二外国语学院,政党外交,Wechat_id: argentinese,,北京,male,,"

——————"
ObjectId(57d566c578e95b738eb1ec8e),blue,11597,1993,39,5133,,,,,,female,,"

没想到你竟是这样的学生！

"
